"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","Velocity:0","Velocity:1","Velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.1612,5.3079e+05,2.0028,807.54,1.9837e-12,0,1e+05,3.3002e-15,300,695.43,1.7083e-12,0,1,0.35,0.35,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.7132e-12,0,1e+05,2.8974e-15,300,695.43,1.4754e-12,0,1,0.3525,0.3525,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.4428e-12,0,1e+05,2.4946e-15,300,695.43,1.2425e-12,0,1,0.355,0.355,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.1723e-12,0,1e+05,2.0918e-15,300,695.43,1.0096e-12,0,1,0.3575,0.3575,0.5,0
1.1612,5.3079e+05,2.0028,807.54,9.0183e-13,0,1e+05,1.6891e-15,300,695.43,7.7663e-13,0,1,0.36,0.36,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.3913e-12,0,1e+05,-1.7215e-15,300,695.43,-1.1981e-12,0,1,0.3625,0.3625,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-3.6844e-12,0,1e+05,-5.1321e-15,300,695.43,-3.1729e-12,0,1,0.365,0.365,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-5.9775e-12,0,1e+05,-8.5428e-15,300,695.43,-5.1477e-12,0,1,0.3675,0.3675,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-8.2707e-12,0,1e+05,-1.1953e-14,300,695.43,-7.1225e-12,0,1,0.37,0.37,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.0564e-11,0,1e+05,-1.5364e-14,300,695.43,-9.0972e-12,0,1,0.3725,0.3725,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.2857e-11,0,1e+05,-1.8775e-14,300,695.43,-1.1072e-11,0,1,0.375,0.375,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.515e-11,0,1e+05,-2.2185e-14,300,695.43,-1.3047e-11,0,1,0.3775,0.3775,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.7443e-11,0,1e+05,-2.5596e-14,300,695.43,-1.5022e-11,0,1,0.38,0.38,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.2005e-11,0,1e+05,-1.7498e-14,300,695.43,-1.0338e-11,0,1,0.3825,0.3825,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-6.5671e-12,0,1e+05,-9.4003e-15,300,695.43,-5.6554e-12,0,1,0.385,0.385,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.129e-12,0,1e+05,-1.3026e-15,300,695.43,-9.7228e-13,0,1,0.3875,0.3875,0.5,0
1.1612,5.3079e+05,2.0028,807.54,4.309e-12,0,1e+05,6.7952e-15,300,695.43,3.7108e-12,0,1,0.39,0.39,0.5,0
1.1612,5.3079e+05,2.0028,807.54,9.7471e-12,0,1e+05,1.4893e-14,300,695.43,8.394e-12,0,1,0.3925,0.3925,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.5185e-11,0,1e+05,2.2991e-14,300,695.43,1.3077e-11,0,1,0.395,0.395,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.0623e-11,0,1e+05,3.1088e-14,300,695.43,1.776e-11,0,1,0.3975,0.3975,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.6061e-11,0,1e+05,3.9186e-14,300,695.43,2.2443e-11,0,1,0.4,0.4,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.6873e-11,0,1e+05,4.0378e-14,300,695.43,2.3143e-11,0,1,0.4025,0.4025,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.7685e-11,0,1e+05,4.157e-14,300,695.43,2.3842e-11,0,1,0.405,0.405,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.8497e-11,0,1e+05,4.2762e-14,300,695.43,2.4541e-11,0,1,0.4075,0.4075,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.9309e-11,0,1e+05,4.3955e-14,300,695.43,2.524e-11,0,1,0.41,0.41,0.5,0
